ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA,Lag1_GPA,Lag2_GPA,Lag3_GPA,Delta_100_200,Delta_200_300,Delta_300_400,Gender_encoded
42308,ICE,Female,2010,-0.38295423557149383,-1.1133218860784806,0.2023564786407978,-0.930334763286848,-0.7885687674129027,0.01680800054658498,-1.1133218860784806,0.2023564786407978,-0.930334763286848,1.6032264036546129,-1.7931523817102015,0.323318298896175,0
70978,BCH,Female,2010,0.1231917942105216,-0.5685187806778604,1.1993593206488005,-0.05659335363788765,-0.0779310363825854,-0.16174902745401504,-0.5685187806778604,1.1993593206488005,-0.05659335363788765,2.322068521065933,-1.849370457951818,-0.02711949277881709,0
31602,BCH,Male,2010,-1.8580083795076527,-2.7330067940262692,-1.7149566790669,-2.246771820491282,-1.2747945833810146,-1.5090429660039986,-2.7330067940262692,-1.7149566790669,-2.246771820491282,0.9019170208142999,-1.0997961080635938,1.7640069980044781,1
63847,BCH,Male,2010,-1.1494039378128311,-1.4225344594139675,-1.1269806440365393,-1.6526276619299887,-1.4742718412140856,0.114202743092367,-1.4225344594139675,-1.1269806440365393,-1.6526276619299887,0.14800943426096366,-1.0060993143275656,0.4595996623253394,1
30158,BCH,Female,2010,0.5570312483093917,-0.03844008353131144,0.47078032071987547,0.2463036683737517,1.3059424398343475,1.8186107376435514,-0.03844008353131144,0.47078032071987547,0.2463036683737517,0.6915242059622061,-0.29400368193375237,1.627725634575315,0
51740,BCH,Male,2010,-0.7589484291238477,-1.437258867668038,-0.43674790726176815,-0.16144232279576326,-0.5766241809652645,0.01680800054658498,-1.437258867668038,-0.43674790726176815,-0.16144232279576326,1.1123098356663934,0.3806132329656497,-0.6306512451079712,1
76075,BCH,Male,2010,-0.22387976906857493,0.06463077424718465,-0.4111837318256655,0.024955844596015134,-0.31481028005935824,-0.16174902745401504,0.06463077424718465,-0.4111837318256655,0.024955844596015134,-0.6409636214343885,0.6429642554265286,-0.5333074140871403,1
60888,BCH,Female,2010,-1.3518623497256375,-1.9673375648145874,-1.0502881177282315,-1.3147809835323907,-0.9506440394022732,-0.713652568546779,-1.9673375648145874,-1.0502881177282315,-1.3147809835323907,0.9019170208143003,-0.5750940631418364,0.7126936229795006,0
43378,BCH,Male,2010,0.38349546666984335,-0.4948967394075066,0.4068698821296191,0.5375508049234051,1.0441285389284414,0.01680800054658498,-0.4948967394075066,0.4068698821296191,0.5375508049234051,1.1473753048084099,0.26817708048241584,0.7321623891836673,1
80307,BCH,Female,2010,0.6727217694024238,0.4474653888530254,0.7264220750809021,0.4560016066895024,0.7947819666371018,1.3965668532784958,0.4474653888530254,0.7264220750809021,0.4560016066895024,0.4635986565391047,-0.3314823994281636,0.4790684285295052,0
82483,BCH,Female,2010,0.7161057148123112,0.2854968980582467,0.9437175662877738,0.16475447013984892,1.0815305247721425,1.607588795461024,0.2854968980582467,0.9437175662877738,0.16475447013984892,0.9545152245273226,-1.1185354668107985,1.4135692063294865,0
40021,BCH,Male,2010,-0.6866418534407029,-1.0249754365540555,-0.3856195563895628,-0.4876391157313749,-0.5018202092778625,-0.32407359836365174,-1.0249754365540555,-0.3856195563895628,-0.4876391157313749,0.6915242059622061,-0.2190462469449298,0.03128680583368131,1
54093,BCH,Female,2010,2.1622372284752123,2.008252663784531,2.119669636348496,1.8423379766658528,1.82957024164616,1.656286166733914,2.008252663784531,2.119669636348496,1.8423379766658528,0.5161968602521286,-0.1440888119561081,-0.22180715482047986,0
87694,BCH,Female,2010,-0.281725029615091,0.3149457145663883,-0.07884945115633146,-1.000234076058765,-0.31481028005935824,0.01680800054658498,0.3149457145663883,-0.07884945115633146,-1.000234076058765,-0.4831690102953184,-1.4933226417549113,1.1799440118794904,0
36750,BCH,Female,2010,1.3668648959606169,1.0069929025077167,1.2249234960849036,1.2947933599525046,1.4680177118237179,-0.3727709696365424,1.0069929025077167,1.2249234960849036,1.2947933599525046,0.4811313911101121,0.2869164392296219,0.12863063685451226,0
33891,BCH,Female,2010,1.0487159629547778,0.5652606548855913,1.0971026189043898,0.898697254244976,1.2186711395323784,-1.0058367961841252,0.5652606548855913,1.0971026189043898,0.898697254244976,0.8317860825302689,-0.16282817070331165,0.40119336371283926,0
59057,BCH,Male,2010,0.16657573962040834,0.5652606548855913,0.29183109266715684,-0.09154301002384635,-0.10286569361171935,-0.1292841132720877,0.5652606548855913,0.29183109266715684,-0.09154301002384635,-0.27277619544322357,-0.5750940631418364,-0.0076507265746503786,1
72189,BCH,Female,2010,0.6148765088559077,0.15297722377160958,0.8414608645433638,0.3162029811456686,0.832183952480803,0.6823387412760951,0.15297722377160958,0.8414608645433638,0.3162029811456686,0.9720479590983309,-0.7250089331194814,0.7710999215919998,0
81428,BCH,Male,2010,-0.29618634475171973,-0.34765265686679836,-1.2164552580628984,0.5725004613093638,0.5828373801894634,-0.9246745107293072,-0.34765265686679836,-1.2164552580628984,0.5725004613093638,-1.2546093314196614,2.7042937176191466,-0.0465882589829838,1
93847,BCH,Male,2011,0.3979567818064727,0.37384334758267157,0.24070274179495152,0.49095126307546055,0.43322943681465975,0.01680800054658498,0.37384334758267157,0.24070274179495152,0.49095126307546055,-0.11498158430415424,0.436831309207267,-0.14393209000381474,1
60462,BCH,Female,2011,0.5281086180361335,-0.2740306155964439,0.3940877944115675,0.5608505758473775,1.3184097684489142,0.7635010267309131,-0.2740306155964439,0.3940877944115675,0.5608505758473775,0.8668515516722837,0.3243951567240332,1.121537713266992,0
89501,BCH,Female,2011,1.3090196354141008,0.5947094713937336,1.3527443732654163,1.2831434744905177,1.4929523690528523,0.6498738270941677,0.5947094713937336,1.3527443732654163,1.2831434744905177,1.1473753048084092,0.08078349301035952,0.18703693546701325,0
95498,BCH,Female,2011,-0.12265056311217146,-0.9366289870296306,0.2023564786407978,0.0016560736720428364,0.28362149343985604,0.01680800054658498,-0.9366289870296306,0.2023564786407978,0.0016560736720428364,1.3928335888025187,-0.29400368193375237,0.4401308961211727,0
48552,BCH,Female,2011,0.9330254418617455,-0.4359991063912233,1.5700398644722886,1.131694963484698,1.0939978533867092,1.7861458234616232,-0.4359991063912233,1.5700398644722886,1.131694963484698,2.6727232124860896,-0.4813972694058086,-0.18286962241214644,0
77591,BCH,Female,2011,1.5837846230100512,1.0364417190158577,1.761771180243059,1.5394409546542134,1.368279082907182,0.6498738270941677,1.0364417190158577,1.761771180243059,1.5394409546542134,1.1824407739504257,-0.106610094461696,-0.4359635830663094,0
68825,BCH,Female,2011,0.7016443996756818,0.22659926504196337,1.1993593206488005,0.269603439297724,0.7324453235642672,-0.21044639872690568,0.22659926504196337,1.1993593206488005,0.269603439297724,1.3753008542315106,-1.324668413030061,0.6932248567753347,0
67261,BCH,Male,2011,-1.1638652529494604,-1.6875738079872415,-0.8969030651116154,-1.0468336179067095,-0.5890915095798311,0.39015451363874903,-1.6875738079872415,-0.8969030651116154,-1.0468336179067095,0.7791878788172449,-0.3689611169225749,0.8295062202044982,1
47144,BCH,Female,2011,0.8028736056320847,0.035181957739043,1.0843205311863386,0.7122990868531976,1.0441285389284414,0.39015451363874903,0.035181957739043,1.0843205311863386,0.7122990868531976,1.445431792515542,-0.4439185519113966,0.4401308961211727,0
85814,BCH,Female,2011,0.20995968503029572,-0.465447922899365,0.1640102154866441,0.8637475978590173,0.4082947795855258,-0.7461174827287065,-0.465447922899365,0.1640102154866441,0.8637475978590173,0.7791878788172457,1.1489269416010803,-0.8058701409454682,0
69531,BCH,Female,2011,1.1210225386379224,0.9480952694914333,1.135448882058544,1.2831434744905177,0.7324453235642672,1.4777291387333147,0.9480952694914333,1.135448882058544,1.2831434744905177,0.42853318739708823,0.39935259171285487,-1.0005578029871292,0
79884,BCH,Male,2011,-1.2506331437692346,-0.9660778035377723,-0.9735955914199235,-1.2798313271464326,-1.1625886258499114,-0.5026306263642517,-0.9660778035377723,-0.9735955914199235,-1.2798313271464326,-0.1851125225881848,-0.6313121393834538,0.32331829889617586,1
45410,BCH,Female,2011,1.5693233078734226,0.9480952694914333,1.8128995311152643,1.5044912982682548,1.368279082907182,1.1530799969140413,0.9480952694914333,1.8128995311152643,1.5044912982682548,1.3577681196605031,-0.23778560569213586,-0.3775572844538101,0
60050,BCH,Female,2011,-1.1494039378128311,-1.3194636016354713,-1.2164552580628984,-0.6623873976611668,-0.8135034246420366,0.01680800054658498,-1.3194636016354713,-1.2164552580628984,-0.6623873976611668,-0.097448849733146,0.7179216904153511,-0.16340085620798145,0
76544,BCH,Female,2011,-0.9614068410366541,-1.0249754365540555,-1.0375060300101804,-0.8604354505149312,-0.45195089481959466,0.292759771092967,-1.0249754365540555,-1.0375060300101804,-0.8604354505149312,-0.20264525715919302,0.13700156925197768,0.7321623891836664,0
39674,BCH,Female,2011,0.5859538785826497,-0.02371567527724029,0.6241653733364914,0.6074501176953221,0.9817918958556067,0.8771282263676592,-0.02371567527724029,0.6241653733364914,0.6074501176953221,0.884384286243292,0.0620441342631543,0.5180059609378387,0
60321,BCH,Female,2011,0.7739509753588273,0.15297722377160958,0.7264220750809021,1.0151961088648371,0.9568572386264722,1.5264265100062044,0.15297722377160958,0.7264220750809021,1.0151961088648371,0.8142533479592606,0.5680068204377061,-0.202338388616314,0
51531,BCH,Female,2011,0.571492563446021,-0.465447922899365,1.0331921803141335,0.8520977123970315,0.445696765429227,-0.2753762270907604,-0.465447922899365,1.0331921803141335,0.8520977123970315,1.971413829645777,-0.14408881195610643,-0.7279950761288031,0
90431,BCH,Male,2011,0.38349546666984335,0.40329216409081325,0.4579982330018244,0.1531045846778625,0.37089279374182516,-0.3727709696365424,0.40329216409081325,0.4579982330018244,0.1531045846778625,0.14800943426096366,-0.4251791931641922,0.32331829889617586,1
